"teamid","teamname","season","total_won_home","total_games","percent_won"
3275,"Miami OH",1999,"6","11","54.55"
3275,"Miami OH",2000,"8","15","53.33"
3275,"Miami OH",2001,"10","18","55.56"
3275,"Miami OH",2002,"11","19","57.89"
3275,"Miami OH",2003,"6","17","35.29"
3275,"Miami OH",2004,"11","21","52.38"
3275,"Miami OH",2005,"8","15","53.33"
3275,"Miami OH",2006,"4","8","50.00"
3275,"Miami OH",2007,"7","12","58.33"
3275,"Miami OH",2008,"15","23","65.22"
3275,"Miami OH",2009,"8","16","50.00"
3275,"Miami OH",2010,"6","9","66.67"
3275,"Miami OH",2011,"5","11","45.45"
3275,"Miami OH",2012,"14","21","66.67"
3275,"Miami OH",2013,"10","19","52.63"
3275,"Miami OH",2014,"5","8","62.50"
3275,"Miami OH",2015,"3","6","50.00"
3275,"Miami OH",2016,"7","9","77.78"
3275,"Miami OH",2017,"2","9","22.22"
3275,"Miami OH",2018,"11","21","52.38"
3275,"Miami OH",2019,"10","22","45.45"
3275,"Miami OH",2020,"5","10","50.00"
3276,"Michigan",1998,"12","18","66.67"
3276,"Michigan",1999,"10","17","58.82"
3276,"Michigan",2000,"12","22","54.55"
3276,"Michigan",2001,"12","18","66.67"
3276,"Michigan",2002,"7","17","41.18"
3276,"Michigan",2003,"8","13","61.54"
3276,"Michigan",2004,"9","14","64.29"
3276,"Michigan",2005,"4","5","80.00"
3276,"Michigan",2006,"5","6","83.33"
3276,"Michigan",2007,"7","10","70.00"
3276,"Michigan",2008,"10","17","58.82"
3276,"Michigan",2009,"7","10","70.00"
3276,"Michigan",2010,"8","17","47.06"
3276,"Michigan",2011,"10","17","58.82"
3276,"Michigan",2012,"9","20","45.00"
3276,"Michigan",2013,"13","21","61.90"
3276,"Michigan",2014,"6","18","33.33"
3276,"Michigan",2015,"12","16","75.00"
3276,"Michigan",2016,"12","17","70.59"
3276,"Michigan",2017,"14","22","63.64"
3276,"Michigan",2018,"14","22","63.64"
3276,"Michigan",2019,"13","21","61.90"
3276,"Michigan",2020,"13","21","61.90"
3277,"Michigan St",1998,"7","11","63.64"
3277,"Michigan St",1999,"9","15","60.00"
3277,"Michigan St",2000,"12","17","70.59"
3277,"Michigan St",2001,"7","10","70.00"
3277,"Michigan St",2002,"9","15","60.00"
3277,"Michigan St",2003,"10","17","58.82"
3277,"Michigan St",2004,"10","21","47.62"
3277,"Michigan St",2005,"14","28","50.00"
3277,"Michigan St",2006,"15","22","68.18"
3277,"Michigan St",2007,"13","23","56.52"
3277,"Michigan St",2008,"10","19","52.63"
3277,"Michigan St",2009,"12","20","60.00"
3277,"Michigan St",2010,"12","22","54.55"
3277,"Michigan St",2011,"15","26","57.69"
3277,"Michigan St",2012,"11","20","55.00"
3277,"Michigan St",2013,"13","24","54.17"
3277,"Michigan St",2014,"12","22","54.55"
3277,"Michigan St",2015,"10","16","62.50"
3277,"Michigan St",2016,"13","24","54.17"
3277,"Michigan St",2017,"12","21","57.14"
3277,"Michigan St",2018,"9","17","52.94"
3277,"Michigan St",2019,"15","20","75.00"
3277,"Michigan St",2020,"11","16","68.75"
3278,"Minnesota",1998,"1","3","33.33"
3278,"Minnesota",1999,"3","7","42.86"
3278,"Minnesota",2000,"5","10","50.00"
3278,"Minnesota",2001,"4","7","57.14"
3278,"Minnesota",2002,"12","21","57.14"
3278,"Minnesota",2003,"11","23","47.83"
3278,"Minnesota",2004,"11","21","52.38"
3278,"Minnesota",2005,"14","24","58.33"
3278,"Minnesota",2006,"12","19","63.16"
3278,"Minnesota",2007,"11","16","68.75"
3278,"Minnesota",2008,"12","20","60.00"
3278,"Minnesota",2009,"11","19","57.89"
3278,"Minnesota",2010,"10","13","76.92"
3278,"Minnesota",2011,"9","12","75.00"
3278,"Minnesota",2012,"11","15","73.33"
3278,"Minnesota",2013,"14","18","77.78"
3278,"Minnesota",2014,"13","20","65.00"
3278,"Minnesota",2015,"14","23","60.87"
3278,"Minnesota",2016,"14","19","73.68"
3278,"Minnesota",2017,"10","15","66.67"
3278,"Minnesota",2018,"13","23","56.52"
3278,"Minnesota",2019,"14","20","70.00"
3278,"Minnesota",2020,"10","16","62.50"
3279,"Mississippi",1998,"8","11","72.73"
3279,"Mississippi",1999,"11","15","73.33"
3279,"Mississippi",2000,"5","12","41.67"
3279,"Mississippi",2001,"7","15","46.67"
3279,"Mississippi",2002,"6","10","60.00"
3279,"Mississippi",2003,"7","12","58.33"
3279,"Mississippi",2004,"8","17","47.06"
3279,"Mississippi",2005,"13","19","68.42"
3279,"Mississippi",2006,"9","16","56.25"
3279,"Mississippi",2007,"12","21","57.14"
3279,"Mississippi",2008,"10","13","76.92"
3279,"Mississippi",2009,"11","17","64.71"
3279,"Mississippi",2010,"9","17","52.94"
3279,"Mississippi",2011,"6","10","60.00"
3279,"Mississippi",2012,"8","12","66.67"
3279,"Mississippi",2013,"7","9","77.78"
3279,"Mississippi",2014,"9","12","75.00"
3279,"Mississippi",2015,"13","17","76.47"
3279,"Mississippi",2016,"8","10","80.00"
3279,"Mississippi",2017,"15","17","88.24"
3279,"Mississippi",2018,"8","12","66.67"
3279,"Mississippi",2019,"8","9","88.89"
3279,"Mississippi",2020,"6","7","85.71"
3280,"Mississippi St",1998,"9","12","75.00"
3280,"Mississippi St",1999,"12","17","70.59"
3280,"Mississippi St",2000,"13","23","56.52"
3280,"Mississippi St",2001,"8","15","53.33"
3280,"Mississippi St",2002,"12","17","70.59"
3280,"Mississippi St",2003,"12","23","52.17"
3280,"Mississippi St",2004,"8","14","57.14"
3280,"Mississippi St",2005,"11","17","64.71"
3280,"Mississippi St",2006,"4","6","66.67"
3280,"Mississippi St",2007,"9","17","52.94"
3280,"Mississippi St",2008,"11","16","68.75"
3280,"Mississippi St",2009,"12","22","54.55"
3280,"Mississippi St",2010,"12","19","63.16"
3280,"Mississippi St",2011,"6","13","46.15"
3280,"Mississippi St",2012,"10","14","71.43"
3280,"Mississippi St",2013,"12","13","92.31"
3280,"Mississippi St",2014,"14","19","73.68"
3280,"Mississippi St",2015,"17","26","65.38"
3280,"Mississippi St",2016,"14","26","53.85"
3280,"Mississippi St",2017,"12","29","41.38"
3280,"Mississippi St",2018,"16","32","50.00"
3280,"Mississippi St",2019,"14","30","46.67"
3280,"Mississippi St",2020,"12","27","44.44"
3281,"Missouri",1998,"9","10","90.00"
3281,"Missouri",1999,"8","12","66.67"
3281,"Missouri",2000,"9","17","52.94"
3281,"Missouri",2001,"14","19","73.68"
3281,"Missouri",2002,"10","14","71.43"
3281,"Missouri",2003,"10","15","66.67"
3281,"Missouri",2004,"7","17","41.18"
3281,"Missouri",2005,"4","11","36.36"
3281,"Missouri",2006,"14","21","66.67"
3281,"Missouri",2007,"11","17","64.71"
3281,"Missouri",2008,"7","10","70.00"
3281,"Missouri",2009,"9","13","69.23"
3281,"Missouri",2010,"9","12","75.00"
3281,"Missouri",2011,"10","13","76.92"
3281,"Missouri",2012,"8","13","61.54"
3281,"Missouri",2013,"14","17","82.35"
3281,"Missouri",2014,"11","17","64.71"
3281,"Missouri",2015,"12","17","70.59"
3281,"Missouri",2016,"13","21","61.90"
3281,"Missouri",2017,"15","21","71.43"
3281,"Missouri",2018,"12","24","50.00"
3281,"Missouri",2019,"12","23","52.17"
3281,"Missouri",2020,"6","9","66.67"
3282,"Missouri KC",1998,"3","5","60.00"
3282,"Missouri KC",1999,"7","11","63.64"
3282,"Missouri KC",2000,"4","7","57.14"
3282,"Missouri KC",2001,"2","2","100.00"
3282,"Missouri KC",2002,"3","6","50.00"
3282,"Missouri KC",2003,"9","14","64.29"
3282,"Missouri KC",2004,"8","15","53.33"
3282,"Missouri KC",2005,"5","10","50.00"
3282,"Missouri KC",2006,"4","9","44.44"
3282,"Missouri KC",2007,"5","9","55.56"
3282,"Missouri KC",2008,"6","10","60.00"
3282,"Missouri KC",2009,"8","11","72.73"
3282,"Missouri KC",2010,"9","16","56.25"
3282,"Missouri KC",2011,"7","13","53.85"
3282,"Missouri KC",2012,"10","20","50.00"
3282,"Missouri KC",2013,"5","9","55.56"
3282,"Missouri KC",2014,"7","10","70.00"
3282,"Missouri KC",2015,"4","6","66.67"
3282,"Missouri KC",2016,"3","8","37.50"
3282,"Missouri KC",2017,"4","8","50.00"
3282,"Missouri KC",2018,"3","8","37.50"
3282,"Missouri KC",2019,"6","14","42.86"
3282,"Missouri KC",2020,"11","19","57.89"
3283,"Missouri St",1998,"15","24","62.50"
3283,"Missouri St",1999,"15","24","62.50"
3283,"Missouri St",2000,"15","23","65.22"
3283,"Missouri St",2001,"16","25","64.00"
3283,"Missouri St",2002,"11","16","68.75"
3283,"Missouri St",2003,"11","18","61.11"
3283,"Missouri St",2004,"17","28","60.71"
3283,"Missouri St",2005,"11","20","55.00"
3283,"Missouri St",2006,"15","17","88.24"
3283,"Missouri St",2007,"6","7","85.71"
3283,"Missouri St",2008,"8","11","72.73"
3283,"Missouri St",2009,"6","10","60.00"
3283,"Missouri St",2010,"11","20","55.00"
3283,"Missouri St",2011,"12","23","52.17"
3283,"Missouri St",2012,"12","22","54.55"
3283,"Missouri St",2013,"9","14","64.29"
3283,"Missouri St",2014,"9","14","64.29"
3283,"Missouri St",2015,"11","18","61.11"
3283,"Missouri St",2016,"9","23","39.13"
3283,"Missouri St",2017,"8","15","53.33"
3283,"Missouri St",2018,"11","19","57.89"
3283,"Missouri St",2019,"9","23","39.13"
3283,"Missouri St",2020,"14","25","56.00"
3284,"Monmouth NJ",1998,"4","9","44.44"
3284,"Monmouth NJ",1999,"9","16","56.25"
3284,"Monmouth NJ",2000,"8","15","53.33"
3284,"Monmouth NJ",2001,"11","13","84.62"
3284,"Monmouth NJ",2002,"7","16","43.75"
3284,"Monmouth NJ",2003,"6","18","33.33"
3284,"Monmouth NJ",2004,"7","17","41.18"
3284,"Monmouth NJ",2005,"12","17","70.59"
3284,"Monmouth NJ",2006,"5","14","35.71"
3284,"Monmouth NJ",2007,"11","18","61.11"
3284,"Monmouth NJ",2008,"6","11","54.55"
3284,"Monmouth NJ",2009,"9","18","50.00"
3284,"Monmouth NJ",2010,"10","16","62.50"
3284,"Monmouth NJ",2011,"2","23","8.70"
3284,"Monmouth NJ",2015,"6","13","46.15"
3284,"Monmouth NJ",2016,"8","14","57.14"
3284,"Monmouth NJ",2017,"8","15","53.33"
3284,"Monmouth NJ",2018,"7","10","70.00"
3284,"Monmouth NJ",2019,"6","14","42.86"
3284,"Monmouth NJ",2020,"4","9","44.44"
3285,"Montana",1998,"10","19","52.63"
3285,"Montana",1999,"8","11","72.73"
3285,"Montana",2000,"13","21","61.90"
3285,"Montana",2001,"13","20","65.00"
3285,"Montana",2002,"11","17","64.71"
3285,"Montana",2003,"11","19","57.89"
3285,"Montana",2004,"15","25","60.00"
3285,"Montana",2005,"10","21","47.62"
3285,"Montana",2006,"11","20","55.00"
3285,"Montana",2007,"14","26","53.85"
3285,"Montana",2008,"15","23","65.22"
3285,"Montana",2009,"16","27","59.26"
3285,"Montana",2010,"9","13","69.23"
3285,"Montana",2011,"7","17","41.18"
3285,"Montana",2012,"9","14","64.29"
3285,"Montana",2013,"13","23","56.52"
3285,"Montana",2014,"13","21","61.90"
3285,"Montana",2015,"12","22","54.55"
3285,"Montana",2016,"13","19","68.42"
3285,"Montana",2017,"5","5","100.00"
3285,"Montana",2018,"9","13","69.23"
3285,"Montana",2019,"9","13","69.23"
3285,"Montana",2020,"8","15","53.33"
3286,"Montana St",1998,"4","8","50.00"
3286,"Montana St",1999,"11","16","68.75"
3286,"Montana St",2000,"2","3","66.67"
3286,"Montana St",2001,"8","16","50.00"
3286,"Montana St",2002,"11","17","64.71"
3286,"Montana St",2003,"11","19","57.89"
3286,"Montana St",2004,"5","13","38.46"
3286,"Montana St",2005,"5","7","71.43"
3286,"Montana St",2006,"2","3","66.67"
3286,"Montana St",2007,"6","12","50.00"
3286,"Montana St",2008,"9","17","52.94"
3286,"Montana St",2009,"9","14","64.29"
3286,"Montana St",2010,"7","17","41.18"
3286,"Montana St",2011,"8","17","47.06"
3286,"Montana St",2012,"7","17","41.18"
3286,"Montana St",2013,"6","16","37.50"
3286,"Montana St",2014,"8","13","61.54"
3286,"Montana St",2015,"10","13","76.92"
3286,"Montana St",2016,"11","19","57.89"
3286,"Montana St",2017,"11","23","47.83"
3286,"Montana St",2018,"8","14","57.14"
3286,"Montana St",2019,"7","15","46.67"
3286,"Montana St",2020,"10","23","43.48"
3287,"Morehead St",1998,"4","6","66.67"
3287,"Morehead St",1999,"4","4","100.00"
3287,"Morehead St",2001,"3","8","37.50"
3287,"Morehead St",2002,"9","18","50.00"
3287,"Morehead St",2003,"7","15","46.67"
3287,"Morehead St",2004,"4","11","36.36"
3287,"Morehead St",2005,"4","4","100.00"
3287,"Morehead St",2006,"8","14","57.14"
3287,"Morehead St",2007,"8","14","57.14"
3287,"Morehead St",2008,"6","10","60.00"
3287,"Morehead St",2009,"12","17","70.59"
3287,"Morehead St",2010,"12","21","57.14"
3287,"Morehead St",2011,"11","21","52.38"
3287,"Morehead St",2012,"7","10","70.00"
3287,"Morehead St",2013,"4","8","50.00"
3287,"Morehead St",2014,"4","11","36.36"
3287,"Morehead St",2015,"6","11","54.55"
3287,"Morehead St",2016,"4","8","50.00"
3287,"Morehead St",2017,"12","19","63.16"
3287,"Morehead St",2018,"8","19","42.11"
3287,"Morehead St",2019,"11","21","52.38"
3287,"Morehead St",2020,"5","8","62.50"
3288,"Morgan St",1998,"5","8","62.50"
3288,"Morgan St",1999,"6","12","50.00"
3288,"Morgan St",2000,"10","17","58.82"
3288,"Morgan St",2001,"5","9","55.56"
3288,"Morgan St",2002,"2","2","100.00"
3288,"Morgan St",2004,"2","3","66.67"
3288,"Morgan St",2005,"2","4","50.00"
3288,"Morgan St",2006,"4","5","80.00"
3288,"Morgan St",2007,"8","18","44.44"
3288,"Morgan St",2008,"7","18","38.89"
3288,"Morgan St",2009,"8","15","53.33"
3288,"Morgan St",2010,"9","17","52.94"
3288,"Morgan St",2011,"8","17","47.06"
3288,"Morgan St",2012,"2","6","33.33"
3288,"Morgan St",2013,"9","13","69.23"
3288,"Morgan St",2014,"2","4","50.00"
3288,"Morgan St",2015,"4","9","44.44"
3288,"Morgan St",2016,"6","12","50.00"
3288,"Morgan St",2017,"4","8","50.00"
3288,"Morgan St",2018,"8","14","57.14"
3288,"Morgan St",2019,"5","9","55.56"
3288,"Morgan St",2020,"7","15","46.67"
3289,"Morris Brown",2002,"1","1","100.00"
3290,"MS Valley St",1998,"6","11","54.55"
3290,"MS Valley St",1999,"10","17","58.82"
3290,"MS Valley St",2000,"4","7","57.14"
3290,"MS Valley St",2001,"1","1","100.00"
3290,"MS Valley St",2002,"1","1","100.00"
3290,"MS Valley St",2003,"4","7","57.14"
3290,"MS Valley St",2004,"2","6","33.33"
3290,"MS Valley St",2005,"5","9","55.56"
3290,"MS Valley St",2006,"7","15","46.67"
3290,"MS Valley St",2007,"2","5","40.00"
3290,"MS Valley St",2008,"5","10","50.00"
3290,"MS Valley St",2009,"6","12","50.00"
3290,"MS Valley St",2010,"5","6","83.33"
3290,"MS Valley St",2011,"6","12","50.00"
3290,"MS Valley St",2012,"9","15","60.00"
3290,"MS Valley St",2013,"6","14","42.86"
3290,"MS Valley St",2014,"4","9","44.44"
3290,"MS Valley St",2015,"2","2","100.00"
3290,"MS Valley St",2016,"1","1","100.00"
3290,"MS Valley St",2017,"4","8","50.00"
3290,"MS Valley St",2018,"1","2","50.00"
3290,"MS Valley St",2019,"3","6","50.00"
3290,"MS Valley St",2020,"2","2","100.00"
3291,"Mt St Mary's",1998,"9","15","60.00"
3291,"Mt St Mary's",1999,"10","21","47.62"
3291,"Mt St Mary's",2000,"11","19","57.89"
3291,"Mt St Mary's",2001,"6","11","54.55"
3291,"Mt St Mary's",2002,"7","12","58.33"
3291,"Mt St Mary's",2003,"5","10","50.00"
3291,"Mt St Mary's",2004,"5","9","55.56"
3291,"Mt St Mary's",2005,"5","9","55.56"
3291,"Mt St Mary's",2006,"8","12","66.67"
3291,"Mt St Mary's",2007,"8","12","66.67"
3291,"Mt St Mary's",2008,"2","8","25.00"
3291,"Mt St Mary's",2009,"8","14","57.14"
3291,"Mt St Mary's",2010,"5","10","50.00"
3291,"Mt St Mary's",2011,"5","8","62.50"
3291,"Mt St Mary's",2012,"10","14","71.43"
3291,"Mt St Mary's",2013,"7","15","46.67"
3291,"Mt St Mary's",2014,"11","19","57.89"
3291,"Mt St Mary's",2015,"6","8","75.00"
3291,"Mt St Mary's",2016,"4","9","44.44"
3291,"Mt St Mary's",2017,"8","12","66.67"
3291,"Mt St Mary's",2018,"5","9","55.56"
3291,"Mt St Mary's",2019,"8","14","57.14"
3291,"Mt St Mary's",2020,"9","19","47.37"
3292,"MTSU",1998,"8","15","53.33"
3292,"MTSU",1999,"10","17","58.82"
3292,"MTSU",2000,"10","16","62.50"
3292,"MTSU",2001,"10","14","71.43"
3292,"MTSU",2002,"8","16","50.00"
3292,"MTSU",2003,"10","18","55.56"
3292,"MTSU",2004,"11","23","47.83"
3292,"MTSU",2005,"13","23","56.52"
3292,"MTSU",2006,"15","20","75.00"
3292,"MTSU",2007,"13","29","44.83"
3292,"MTSU",2008,"10","21","47.62"
3292,"MTSU",2009,"16","28","57.14"
3292,"MTSU",2010,"12","25","48.00"
3292,"MTSU",2011,"12","23","52.17"
3292,"MTSU",2012,"13","26","50.00"
3292,"MTSU",2013,"12","25","48.00"
3292,"MTSU",2014,"11","29","37.93"
3292,"MTSU",2015,"12","21","57.14"
3292,"MTSU",2016,"11","24","45.83"
3292,"MTSU",2017,"11","21","52.38"
3292,"MTSU",2018,"9","18","50.00"
3292,"MTSU",2019,"10","22","45.45"
3292,"MTSU",2020,"12","21","57.14"
3293,"Murray St",1998,"3","5","60.00"
3293,"Murray St",1999,"6","10","60.00"
3293,"Murray St",2000,"8","14","57.14"
3293,"Murray St",2001,"6","8","75.00"
3293,"Murray St",2002,"5","9","55.56"
3293,"Murray St",2003,"4","8","50.00"
3293,"Murray St",2004,"9","13","69.23"
3293,"Murray St",2005,"4","9","44.44"
3293,"Murray St",2006,"6","11","54.55"
3293,"Murray St",2007,"10","19","52.63"
3293,"Murray St",2008,"12","23","52.17"
3293,"Murray St",2009,"12","20","60.00"
3293,"Murray St",2010,"6","12","50.00"
3293,"Murray St",2011,"5","7","71.43"
3293,"Murray St",2012,"7","12","58.33"
3293,"Murray St",2013,"8","15","53.33"
3293,"Murray St",2014,"7","10","70.00"
3293,"Murray St",2015,"5","6","83.33"
3293,"Murray St",2016,"5","10","50.00"
3293,"Murray St",2017,"8","13","61.54"
3293,"Murray St",2018,"6","10","60.00"
3293,"Murray St",2019,"8","11","72.73"
3293,"Murray St",2020,"8","12","66.67"
3294,"N Colorado",2005,"4","8","50.00"
3294,"N Colorado",2006,"5","10","50.00"
3294,"N Colorado",2007,"4","4","100.00"
3294,"N Colorado",2008,"8","14","57.14"
3294,"N Colorado",2009,"6","10","60.00"
3294,"N Colorado",2010,"6","12","50.00"
3294,"N Colorado",2011,"11","16","68.75"
3294,"N Colorado",2012,"9","18","50.00"
3294,"N Colorado",2013,"11","19","57.89"
3294,"N Colorado",2014,"7","13","53.85"
3294,"N Colorado",2015,"8","19","42.11"
3294,"N Colorado",2016,"7","12","58.33"
3294,"N Colorado",2017,"10","21","47.62"
3294,"N Colorado",2018,"12","26","46.15"
3294,"N Colorado",2019,"10","21","47.62"
3294,"N Colorado",2020,"4","13","30.77"
3295,"N Dakota St",2006,"3","6","50.00"
3295,"N Dakota St",2007,"7","12","58.33"
3295,"N Dakota St",2008,"9","16","56.25"
3295,"N Dakota St",2009,"8","15","53.33"
3295,"N Dakota St",2010,"10","15","66.67"
3295,"N Dakota St",2011,"7","12","58.33"
3295,"N Dakota St",2012,"6","9","66.67"
3295,"N Dakota St",2013,"6","9","66.67"
3295,"N Dakota St",2014,"1","4","25.00"
3295,"N Dakota St",2015,"7","10","70.00"
3295,"N Dakota St",2016,"3","5","60.00"
3295,"N Dakota St",2017,"3","4","75.00"
3295,"N Dakota St",2018,"3","6","50.00"
3295,"N Dakota St",2019,"5","6","83.33"
3295,"N Dakota St",2020,"4","9","44.44"
3296,"N Illinois",1998,"1","4","25.00"
3296,"N Illinois",1999,"7","10","70.00"
3296,"N Illinois",2000,"5","6","83.33"
3296,"N Illinois",2001,"10","16","62.50"
3296,"N Illinois",2002,"9","17","52.94"
3296,"N Illinois",2003,"8","12","66.67"
3296,"N Illinois",2004,"8","12","66.67"
3296,"N Illinois",2005,"1","6","16.67"
3296,"N Illinois",2006,"8","12","66.67"
3296,"N Illinois",2007,"10","19","52.63"
3296,"N Illinois",2008,"8","10","80.00"
3296,"N Illinois",2009,"7","15","46.67"
3296,"N Illinois",2010,"7","10","70.00"
3296,"N Illinois",2011,"6","13","46.15"
3296,"N Illinois",2012,"8","14","57.14"
3296,"N Illinois",2013,"2","7","28.57"
3296,"N Illinois",2014,"7","11","63.64"
3296,"N Illinois",2015,"10","12","83.33"
3296,"N Illinois",2016,"5","10","50.00"
3296,"N Illinois",2017,"9","21","42.86"
3296,"N Illinois",2018,"7","15","46.67"
3296,"N Illinois",2019,"13","19","68.42"
3296,"N Illinois",2020,"5","11","45.45"
3297,"N Kentucky",2013,"9","15","60.00"
3297,"N Kentucky",2014,"10","17","58.82"
3297,"N Kentucky",2015,"8","18","44.44"
3297,"N Kentucky",2016,"8","17","47.06"
3297,"N Kentucky",2017,"4","8","50.00"
3297,"N Kentucky",2018,"4","8","50.00"
3297,"N Kentucky",2019,"7","10","70.00"
3297,"N Kentucky",2020,"12","20","60.00"
3298,"Navy",1998,"15","21","71.43"
3298,"Navy",1999,"12","17","70.59"
3298,"Navy",2000,"4","5","80.00"
3298,"Navy",2001,"8","11","72.73"
3298,"Navy",2002,"8","13","61.54"
3298,"Navy",2003,"10","16","62.50"
3298,"Navy",2004,"9","13","69.23"
3298,"Navy",2005,"6","11","54.55"
3298,"Navy",2006,"8","14","57.14"
3298,"Navy",2007,"5","12","41.67"
3298,"Navy",2008,"6","7","85.71"
3298,"Navy",2009,"6","16","37.50"
3298,"Navy",2010,"8","17","47.06"
3298,"Navy",2011,"11","20","55.00"
3298,"Navy",2012,"12","18","66.67"
3298,"Navy",2013,"14","21","66.67"
3298,"Navy",2014,"13","24","54.17"
3298,"Navy",2015,"10","16","62.50"
3298,"Navy",2016,"10","14","71.43"
3298,"Navy",2017,"12","22","54.55"
3298,"Navy",2018,"15","24","62.50"
3298,"Navy",2019,"5","9","55.56"
3298,"Navy",2020,"5","6","83.33"
3299,"NC A&T",1998,"2","3","66.67"
3299,"NC A&T",1999,"7","10","70.00"
3299,"NC A&T",2000,"1","3","33.33"
3299,"NC A&T",2001,"1","4","25.00"
3299,"NC A&T",2002,"2","4","50.00"
3299,"NC A&T",2003,"5","6","83.33"
3299,"NC A&T",2004,"3","7","42.86"
3299,"NC A&T",2005,"5","10","50.00"
3299,"NC A&T",2006,"5","9","55.56"
3299,"NC A&T",2007,"11","17","64.71"
3299,"NC A&T",2008,"13","25","52.00"
3299,"NC A&T",2009,"14","26","53.85"
3299,"NC A&T",2010,"9","21","42.86"
3299,"NC A&T",2011,"7","15","46.67"
3299,"NC A&T",2012,"8","13","61.54"
3299,"NC A&T",2013,"11","21","52.38"
3299,"NC A&T",2014,"11","23","47.83"
3299,"NC A&T",2015,"9","18","50.00"
3299,"NC A&T",2016,"6","17","35.29"
3299,"NC A&T",2017,"7","12","58.33"
3299,"NC A&T",2018,"10","21","47.62"
3299,"NC A&T",2019,"8","19","42.11"
3299,"NC A&T",2020,"8","17","47.06"
3300,"NC Central",2009,"5","10","50.00"
3300,"NC Central",2010,"6","10","60.00"
3300,"NC Central",2011,"5","5","100.00"
3300,"NC Central",2012,"1","1","100.00"
3300,"NC Central",2013,"1","2","50.00"
3300,"NC Central",2014,"5","11","45.45"
3300,"NC Central",2015,"6","7","85.71"
3300,"NC Central",2016,"4","4","100.00"
3300,"NC Central",2017,"5","7","71.43"
3300,"NC Central",2018,"5","8","62.50"
3300,"NC Central",2019,"5","8","62.50"
3300,"NC Central",2020,"6","12","50.00"
3301,"NC State",1998,"12","21","57.14"
3301,"NC State",1999,"9","16","56.25"
3301,"NC State",2000,"11","20","55.00"
3301,"NC State",2001,"12","20","60.00"
3301,"NC State",2002,"10","14","71.43"
3301,"NC State",2003,"7","11","63.64"
3301,"NC State",2004,"9","16","56.25"
3301,"NC State",2005,"10","21","47.62"
3301,"NC State",2006,"13","19","68.42"
3301,"NC State",2007,"17","23","73.91"
3301,"NC State",2008,"11","18","61.11"
3301,"NC State",2009,"9","13","69.23"
3301,"NC State",2010,"15","20","75.00"
3301,"NC State",2011,"8","13","61.54"
3301,"NC State",2012,"8","18","44.44"
3301,"NC State",2013,"10","16","62.50"
3301,"NC State",2014,"16","25","64.00"
3301,"NC State",2015,"12","16","75.00"
3301,"NC State",2016,"11","20","55.00"
3301,"NC State",2017,"14","22","63.64"
3301,"NC State",2018,"14","24","58.33"
3301,"NC State",2019,"15","26","57.69"
3301,"NC State",2020,"13","28","46.43"
3303,"NE Omaha",2015,"6","8","75.00"
3303,"NE Omaha",2016,"8","13","61.54"
3303,"NE Omaha",2017,"7","14","50.00"
3303,"NE Omaha",2018,"5","9","55.56"
3303,"NE Omaha",2019,"4","6","66.67"
3303,"NE Omaha",2020,"3","5","60.00"
3304,"Nebraska",1998,"15","21","71.43"
3304,"Nebraska",1999,"15","21","71.43"
3304,"Nebraska",2000,"10","18","55.56"
3304,"Nebraska",2001,"8","11","72.73"
3304,"Nebraska",2002,"10","14","71.43"
3304,"Nebraska",2003,"6","8","75.00"
3304,"Nebraska",2004,"12","17","70.59"
3304,"Nebraska",2005,"12","17","70.59"
3304,"Nebraska",2006,"11","17","64.71"
3304,"Nebraska",2007,"10","22","45.45"
3304,"Nebraska",2008,"14","20","70.00"
3304,"Nebraska",2009,"11","15","73.33"
3304,"Nebraska",2010,"15","29","51.72"
3304,"Nebraska",2011,"10","12","83.33"
3304,"Nebraska",2012,"13","24","54.17"
3304,"Nebraska",2013,"13","23","56.52"
3304,"Nebraska",2014,"16","25","64.00"
3304,"Nebraska",2015,"13","21","61.90"
3304,"Nebraska",2016,"15","18","83.33"
3304,"Nebraska",2017,"7","7","100.00"
3304,"Nebraska",2018,"10","21","47.62"
3304,"Nebraska",2019,"8","14","57.14"
3304,"Nebraska",2020,"15","17","88.24"
3305,"Nevada",1998,"11","17","64.71"
3305,"Nevada",1999,"8","9","88.89"
3305,"Nevada",2000,"13","20","65.00"
3305,"Nevada",2001,"12","15","80.00"
3305,"Nevada",2002,"7","9","77.78"
3305,"Nevada",2003,"6","9","66.67"
3305,"Nevada",2004,"3","3","100.00"
3305,"Nevada",2005,"4","8","50.00"
3305,"Nevada",2006,"10","13","76.92"
3305,"Nevada",2007,"10","17","58.82"
3305,"Nevada",2008,"12","18","66.67"
3305,"Nevada",2009,"13","18","72.22"
3305,"Nevada",2010,"12","16","75.00"
3305,"Nevada",2011,"11","20","55.00"
3305,"Nevada",2012,"4","6","66.67"
3305,"Nevada",2013,"3","7","42.86"
3305,"Nevada",2014,"11","17","64.71"
3305,"Nevada",2015,"6","8","75.00"
3305,"Nevada",2016,"3","4","75.00"
3305,"Nevada",2017,"7","10","70.00"
3305,"Nevada",2018,"10","16","62.50"
3305,"Nevada",2019,"6","11","54.55"
3305,"Nevada",2020,"9","14","64.29"
3306,"New Hampshire",1998,"5","11","45.45"
3306,"New Hampshire",1999,"8","19","42.11"
3306,"New Hampshire",2000,"8","13","61.54"
3306,"New Hampshire",2001,"8","10","80.00"
3306,"New Hampshire",2002,"8","16","50.00"
